Same as ViTm_ImplicitAttn3_Block, but much slower.

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:58 s, avg loss: 12.42, avg acc:0.0000%, last loss: 12.43
Train completion:13.07%, time:90 m:29 s, avg loss: 11.82, avg acc:0.1010%, last loss: 11.35
Train completion:13.20%, time:91 m:26 s, avg loss: 11.81, avg acc:0.1000%, last loss: 11.62
Train completion:13.33%, time:92 m:23 s, avg loss: 11.80, avg acc:0.0990%, last loss: 11.30
Train completion:13.46%, time:93 m:20 s, avg loss: 11.80, avg acc:0.0980%, last loss: 11.23
Train completion:13.60%, time:94 m:19 s, avg loss: 11.79, avg acc:0.0971%, last loss: 11.21
Train completion:13.73%, time:95 m:15 s, avg loss: 11.79, avg acc:0.0962%, last loss: 11.44
Train completion:13.86%, time:96 m:12 s, avg loss: 11.78, avg acc:0.0952%, last loss: 11.49
Train completion:13.99%, time:97 m:6 s, avg loss: 11.78, avg acc:0.0943%, last loss: 11.45
Train completion:14.12%, time:97 m:59 s, avg loss: 11.78, avg acc:0.0935%, last loss: 11.23
Train completion:14.26%, time:98 m:53 s, avg loss: 11.77, avg acc:0.0926%, last loss: 11.17
Train completion:14.39%, time:99 m:49 s, avg loss: 11.76, avg acc:0.0917%, last loss: 11.04
Train completion:14.52%, time:100 m:43 s, avg loss: 11.76, avg acc:0.0909%, last loss: 11.38
Train completion:14.65%, time:101 m:35 s, avg loss: 11.75, avg acc:0.0901%, last loss: 11.00
Train completion:14.78%, time:102 m:26 s, avg loss: 11.75, avg acc:0.0893%, last loss: 10.79
Train completion:14.92%, time:103 m:16 s, avg loss: 11.74, avg acc:0.0885%, last loss: 11.29
Train completion:15.05%, time:104 m:10 s, avg loss: 11.74, avg acc:0.0877%, last loss: 11.22
Train completion:15.18%, time:105 m:6 s, avg loss: 11.73, avg acc:0.0870%, last loss: 11.31
Train completion:15.31%, time:106 m:5 s, avg loss: 11.73, avg acc:0.0862%, last loss: 11.22
Train completion:15.44%, time:107 m:2 s, avg loss: 11.72, avg acc:0.0855%, last loss: 11.24
Train completion:15.58%, time:107 m:57 s, avg loss: 11.71, avg acc:0.0847%, last loss: 11.16
Train completion:15.71%, time:108 m:53 s, avg loss: 11.71, avg acc:0.1681%, last loss: 11.03
Train completion:15.84%, time:109 m:49 s, avg loss: 11.70, avg acc:0.1667%, last loss: 11.23
Train completion:15.97%, time:110 m:45 s, avg loss: 11.70, avg acc:0.1653%, last loss: 11.18
Train completion:16.10%, time:111 m:42 s, avg loss: 11.70, avg acc:0.1639%, last loss: 11.28
Train completion:16.24%, time:112 m:39 s, avg loss: 11.69, avg acc:0.1626%, last loss: 10.69
Train completion:16.37%, time:113 m:37 s, avg loss: 11.68, avg acc:0.1613%, last loss: 11.07
Train completion:16.50%, time:114 m:36 s, avg loss: 11.68, avg acc:0.1600%, last loss: 10.80
Train completion:16.63%, time:115 m:33 s, avg loss: 11.68, avg acc:0.1587%, last loss: 10.86
Train completion:16.76%, time:116 m:29 s, avg loss: 11.67, avg acc:0.1575%, last loss: 11.12
Train completion:16.90%, time:117 m:28 s, avg loss: 11.67, avg acc:0.1562%, last loss: 11.35
Train completion:17.03%, time:118 m:25 s, avg loss: 11.66, avg acc:0.1550%, last loss: 10.85
Train completion:17.16%, time:119 m:24 s, avg loss: 11.66, avg acc:0.1538%, last loss: 11.22
Train completion:17.29%, time:120 m:21 s, avg loss: 11.65, avg acc:0.1527%, last loss: 11.09
Train completion:17.42%, time:121 m:19 s, avg loss: 11.65, avg acc:0.1515%, last loss: 10.86
Train completion:17.56%, time:122 m:19 s, avg loss: 11.64, avg acc:0.1504%, last loss: 10.92
Train completion:17.69%, time:123 m:21 s, avg loss: 11.64, avg acc:0.1493%, last loss: 10.97
Train completion:17.82%, time:124 m:20 s, avg loss: 11.64, avg acc:0.1481%, last loss: 11.46
Train completion:17.95%, time:125 m:18 s, avg loss: 11.63, avg acc:0.1471%, last loss: 11.22
Train completion:18.08%, time:126 m:18 s, avg loss: 11.63, avg acc:0.1460%, last loss: 11.01
Train completion:18.22%, time:127 m:17 s, avg loss: 11.62, avg acc:0.1449%, last loss: 11.27
Train completion:18.35%, time:128 m:14 s, avg loss: 11.62, avg acc:0.1439%, last loss: 10.59
Train completion:18.48%, time:129 m:11 s, avg loss: 11.62, avg acc:0.1429%, last loss: 11.09
Train completion:18.61%, time:130 m:8 s, avg loss: 11.61, avg acc:0.1418%, last loss: 11.34
Train completion:18.74%, time:131 m:4 s, avg loss: 11.61, avg acc:0.1408%, last loss: 11.12
Train completion:18.88%, time:132 m:0 s, avg loss: 11.60, avg acc:0.1399%, last loss: 11.05
Train completion:19.01%, time:132 m:56 s, avg loss: 11.60, avg acc:0.1389%, last loss: 10.69
Train completion:19.14%, time:133 m:53 s, avg loss: 11.59, avg acc:0.1379%, last loss: 11.18
Train completion:19.27%, time:134 m:51 s, avg loss: 11.59, avg acc:0.1370%, last loss: 10.92
Train completion:19.40%, time:135 m:48 s, avg loss: 11.58, avg acc:0.1361%, last loss: 11.17
Train completion:19.54%, time:136 m:44 s, avg loss: 11.58, avg acc:0.1351%, last loss: 11.24
Train completion:19.67%, time:137 m:39 s, avg loss: 11.58, avg acc:0.1342%, last loss: 10.97
Train completion:19.80%, time:138 m:35 s, avg loss: 11.57, avg acc:0.1333%, last loss: 10.84
Train completion:19.93%, time:139 m:32 s, avg loss: 11.57, avg acc:0.1325%, last loss: 10.52
Train completion:20.06%, time:140 m:27 s, avg loss: 11.56, avg acc:0.1316%, last loss: 10.73
Train completion:20.20%, time:141 m:23 s, avg loss: 11.56, avg acc:0.1307%, last loss: 10.85
Train completion:20.33%, time:142 m:19 s, avg loss: 11.55, avg acc:0.1299%, last loss: 11.02
Train completion:20.46%, time:143 m:18 s, avg loss: 11.55, avg acc:0.1290%, last loss: 11.17
Train completion:20.59%, time:144 m:16 s, avg loss: 11.55, avg acc:0.1282%, last loss: 11.12
Train completion:20.72%, time:145 m:13 s, avg loss: 11.54, avg acc:0.1274%, last loss: 10.87
Train completion:20.86%, time:146 m:12 s, avg loss: 11.54, avg acc:0.1266%, last loss: 10.67
Train completion:20.99%, time:147 m:11 s, avg loss: 11.53, avg acc:0.1258%, last loss: 10.71
Train completion:21.12%, time:148 m:9 s, avg loss: 11.53, avg acc:0.1250%, last loss: 11.24
Train completion:21.25%, time:149 m:7 s, avg loss: 11.52, avg acc:0.1242%, last loss: 11.01
Train completion:21.38%, time:150 m:7 s, avg loss: 11.52, avg acc:0.1235%, last loss: 11.26
Train completion:21.52%, time:151 m:6 s, avg loss: 11.52, avg acc:0.1227%, last loss: 10.74
Train completion:21.65%, time:152 m:4 s, avg loss: 11.51, avg acc:0.1220%, last loss: 10.88
Train completion:21.78%, time:153 m:3 s, avg loss: 11.51, avg acc:0.1212%, last loss: 10.69
Train completion:21.91%, time:154 m:0 s, avg loss: 11.50, avg acc:0.1205%, last loss: 11.31
Train completion:22.04%, time:154 m:59 s, avg loss: 11.50, avg acc:0.1198%, last loss: 10.85
Train completion:22.18%, time:155 m:57 s, avg loss: 11.50, avg acc:0.1190%, last loss: 10.65
Train completion:22.31%, time:156 m:55 s, avg loss: 11.49, avg acc:0.1183%, last loss: 10.53
Train completion:22.44%, time:157 m:52 s, avg loss: 11.49, avg acc:0.1176%, last loss: 11.08
Train completion:22.57%, time:158 m:48 s, avg loss: 11.49, avg acc:0.1170%, last loss: 10.92
Train completion:22.70%, time:159 m:45 s, avg loss: 11.48, avg acc:0.1163%, last loss: 10.54
Train completion:22.84%, time:160 m:43 s, avg loss: 11.48, avg acc:0.1156%, last loss: 11.05
Train completion:22.97%, time:161 m:41 s, avg loss: 11.47, avg acc:0.1149%, last loss: 10.43
Train completion:23.10%, time:162 m:39 s, avg loss: 11.47, avg acc:0.1143%, last loss: 10.97
Train completion:23.23%, time:163 m:35 s, avg loss: 11.46, avg acc:0.1136%, last loss: 10.43
Train completion:23.36%, time:164 m:32 s, avg loss: 11.46, avg acc:0.1130%, last loss: 10.51
Train completion:23.50%, time:165 m:30 s, avg loss: 11.46, avg acc:0.1124%, last loss: 10.84
Train completion:23.63%, time:166 m:27 s, avg loss: 11.45, avg acc:0.1117%, last loss: 10.73
Train completion:23.76%, time:167 m:24 s, avg loss: 11.45, avg acc:0.1111%, last loss: 10.70
Train completion:23.89%, time:168 m:21 s, avg loss: 11.45, avg acc:0.1105%, last loss: 11.05
Train completion:24.02%, time:169 m:18 s, avg loss: 11.44, avg acc:0.1099%, last loss: 10.88
Train completion:24.16%, time:170 m:15 s, avg loss: 11.44, avg acc:0.1093%, last loss: 10.65
Train completion:24.29%, time:171 m:11 s, avg loss: 11.43, avg acc:0.1087%, last loss: 10.84
Train completion:24.42%, time:172 m:8 s, avg loss: 11.43, avg acc:0.1081%, last loss: 10.66
Train completion:24.55%, time:173 m:6 s, avg loss: 11.43, avg acc:0.1075%, last loss: 10.55
Train completion:24.68%, time:174 m:4 s, avg loss: 11.42, avg acc:0.1070%, last loss: 10.75
Train completion:24.82%, time:175 m:1 s, avg loss: 11.42, avg acc:0.1064%, last loss: 10.72
Train completion:24.95%, time:176 m:0 s, avg loss: 11.42, avg acc:0.1058%, last loss: 10.69
Train completion:25.08%, time:176 m:59 s, avg loss: 11.41, avg acc:0.1053%, last loss: 10.98
Train completion:25.21%, time:177 m:56 s, avg loss: 11.41, avg acc:0.1047%, last loss: 10.71
Train completion:25.34%, time:178 m:55 s, avg loss: 11.41, avg acc:0.1042%, last loss: 10.57
Train completion:25.48%, time:179 m:54 s, avg loss: 11.40, avg acc:0.1036%, last loss: 10.68
