Similar to ViTm_ImplicitAttn3_Blockin performance and a bit slower. 

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:28 s, avg loss: 12.43, avg acc:0.0000%, last loss: 12.45
Train completion:5.15%, time:21 m:32 s, avg loss: 12.16, avg acc:0.0000%, last loss: 12.01
Train completion:5.28%, time:22 m:13 s, avg loss: 12.15, avg acc:0.0000%, last loss: 11.67
Train completion:5.41%, time:22 m:54 s, avg loss: 12.14, avg acc:0.0000%, last loss: 12.07
Train completion:5.54%, time:23 m:33 s, avg loss: 12.14, avg acc:0.0000%, last loss: 12.28
Train completion:5.68%, time:24 m:14 s, avg loss: 12.13, avg acc:0.0000%, last loss: 11.67
Train completion:5.81%, time:24 m:54 s, avg loss: 12.13, avg acc:0.0000%, last loss: 12.11
Train completion:5.94%, time:25 m:32 s, avg loss: 12.13, avg acc:0.0000%, last loss: 12.14
Train completion:6.07%, time:26 m:12 s, avg loss: 12.12, avg acc:0.0000%, last loss: 12.35
Train completion:6.20%, time:26 m:53 s, avg loss: 12.12, avg acc:0.0000%, last loss: 11.86
Train completion:6.34%, time:27 m:32 s, avg loss: 12.11, avg acc:0.0000%, last loss: 11.56
Train completion:6.47%, time:28 m:15 s, avg loss: 12.10, avg acc:0.0000%, last loss: 11.75
Train completion:6.60%, time:28 m:59 s, avg loss: 12.10, avg acc:0.0000%, last loss: 11.89
Train completion:6.73%, time:29 m:41 s, avg loss: 12.09, avg acc:0.0000%, last loss: 11.84
Train completion:6.86%, time:30 m:26 s, avg loss: 12.08, avg acc:0.0000%, last loss: 11.96
Train completion:7.00%, time:31 m:12 s, avg loss: 12.08, avg acc:0.0000%, last loss: 12.11
Train completion:7.13%, time:31 m:59 s, avg loss: 12.07, avg acc:0.0000%, last loss: 12.04
Train completion:7.26%, time:32 m:42 s, avg loss: 12.07, avg acc:0.0000%, last loss: 11.83
Train completion:7.39%, time:33 m:25 s, avg loss: 12.06, avg acc:0.0000%, last loss: 11.21
Train completion:7.52%, time:34 m:11 s, avg loss: 12.06, avg acc:0.0000%, last loss: 12.32
Train completion:7.66%, time:34 m:54 s, avg loss: 12.05, avg acc:0.0000%, last loss: 11.48
Train completion:7.79%, time:35 m:40 s, avg loss: 12.04, avg acc:0.0000%, last loss: 11.77
Train completion:7.92%, time:36 m:30 s, avg loss: 12.04, avg acc:0.0000%, last loss: 11.74
Train completion:8.05%, time:37 m:18 s, avg loss: 12.03, avg acc:0.0000%, last loss: 11.57
Train completion:8.18%, time:38 m:3 s, avg loss: 12.02, avg acc:0.0000%, last loss: 11.49
Train completion:8.32%, time:38 m:46 s, avg loss: 12.02, avg acc:0.0000%, last loss: 11.97
Train completion:8.45%, time:39 m:30 s, avg loss: 12.01, avg acc:0.0000%, last loss: 11.48
Train completion:8.58%, time:40 m:17 s, avg loss: 12.01, avg acc:0.0000%, last loss: 11.41
Train completion:8.71%, time:41 m:6 s, avg loss: 12.00, avg acc:0.0000%, last loss: 12.05
Train completion:8.84%, time:41 m:54 s, avg loss: 11.99, avg acc:0.0000%, last loss: 12.05
Train completion:8.98%, time:42 m:41 s, avg loss: 11.99, avg acc:0.0000%, last loss: 11.40
Train completion:9.11%, time:43 m:27 s, avg loss: 11.98, avg acc:0.0000%, last loss: 11.85
Train completion:9.24%, time:44 m:11 s, avg loss: 11.98, avg acc:0.0000%, last loss: 11.36
Train completion:9.37%, time:44 m:54 s, avg loss: 11.97, avg acc:0.0000%, last loss: 11.32
Train completion:9.50%, time:45 m:40 s, avg loss: 11.96, avg acc:0.0000%, last loss: 11.30
Train completion:9.64%, time:46 m:24 s, avg loss: 11.96, avg acc:0.0000%, last loss: 11.59
Train completion:9.77%, time:47 m:9 s, avg loss: 11.95, avg acc:0.0000%, last loss: 11.38
Train completion:9.90%, time:47 m:53 s, avg loss: 11.95, avg acc:0.0000%, last loss: 11.80
Train completion:10.03%, time:48 m:35 s, avg loss: 11.94, avg acc:0.0000%, last loss: 11.64
Train completion:10.16%, time:49 m:20 s, avg loss: 11.94, avg acc:0.0000%, last loss: 11.21
Train completion:10.30%, time:50 m:4 s, avg loss: 11.93, avg acc:0.0000%, last loss: 11.60
Train completion:10.43%, time:50 m:49 s, avg loss: 11.92, avg acc:0.1266%, last loss: 11.38
Train completion:10.56%, time:51 m:34 s, avg loss: 11.92, avg acc:0.1250%, last loss: 11.26
Train completion:10.69%, time:52 m:20 s, avg loss: 11.91, avg acc:0.1235%, last loss: 11.26
Train completion:10.82%, time:53 m:5 s, avg loss: 11.91, avg acc:0.1220%, last loss: 11.06
Train completion:10.96%, time:53 m:49 s, avg loss: 11.90, avg acc:0.1205%, last loss: 11.75
Train completion:11.09%, time:54 m:32 s, avg loss: 11.89, avg acc:0.1190%, last loss: 10.95
Train completion:11.22%, time:55 m:18 s, avg loss: 11.89, avg acc:0.1176%, last loss: 11.10
Train completion:11.35%, time:56 m:0 s, avg loss: 11.88, avg acc:0.1163%, last loss: 11.30
Train completion:11.48%, time:56 m:45 s, avg loss: 11.87, avg acc:0.1149%, last loss: 11.15
Train completion:11.62%, time:57 m:29 s, avg loss: 11.87, avg acc:0.1136%, last loss: 11.25
Train completion:11.75%, time:58 m:14 s, avg loss: 11.86, avg acc:0.1124%, last loss: 11.29
Train completion:11.88%, time:58 m:59 s, avg loss: 11.86, avg acc:0.1111%, last loss: 11.44
Train completion:12.01%, time:59 m:44 s, avg loss: 11.85, avg acc:0.1099%, last loss: 11.49
Train completion:12.14%, time:60 m:27 s, avg loss: 11.85, avg acc:0.1087%, last loss: 11.60
Train completion:12.28%, time:61 m:10 s, avg loss: 11.84, avg acc:0.1075%, last loss: 11.43
Train completion:12.41%, time:61 m:55 s, avg loss: 11.83, avg acc:0.1064%, last loss: 11.37
Train completion:12.54%, time:62 m:40 s, avg loss: 11.83, avg acc:0.1053%, last loss: 11.21
Train completion:12.67%, time:63 m:24 s, avg loss: 11.82, avg acc:0.1042%, last loss: 12.00
Train completion:12.80%, time:64 m:10 s, avg loss: 11.82, avg acc:0.1031%, last loss: 11.40
Train completion:12.94%, time:64 m:54 s, avg loss: 11.81, avg acc:0.1020%, last loss: 10.99
Train completion:13.07%, time:65 m:39 s, avg loss: 11.81, avg acc:0.1010%, last loss: 10.93
Train completion:13.20%, time:66 m:24 s, avg loss: 11.80, avg acc:0.1000%, last loss: 10.77
Train completion:13.33%, time:67 m:9 s, avg loss: 11.80, avg acc:0.0990%, last loss: 11.26
Train completion:13.46%, time:67 m:51 s, avg loss: 11.79, avg acc:0.0980%, last loss: 11.62
Train completion:13.60%, time:68 m:33 s, avg loss: 11.79, avg acc:0.0971%, last loss: 11.01
Train completion:13.73%, time:69 m:17 s, avg loss: 11.78, avg acc:0.0962%, last loss: 11.63
Train completion:13.86%, time:70 m:2 s, avg loss: 11.78, avg acc:0.0952%, last loss: 11.09
Train completion:13.99%, time:70 m:50 s, avg loss: 11.77, avg acc:0.0943%, last loss: 11.40
Train completion:14.12%, time:71 m:39 s, avg loss: 11.77, avg acc:0.0935%, last loss: 11.23
Train completion:14.26%, time:72 m:28 s, avg loss: 11.76, avg acc:0.0926%, last loss: 11.59
Train completion:14.39%, time:73 m:18 s, avg loss: 11.76, avg acc:0.0917%, last loss: 11.42
Train completion:14.52%, time:74 m:7 s, avg loss: 11.75, avg acc:0.0909%, last loss: 11.35
Train completion:14.65%, time:74 m:59 s, avg loss: 11.75, avg acc:0.0901%, last loss: 11.08
Train completion:14.78%, time:75 m:54 s, avg loss: 11.74, avg acc:0.0893%, last loss: 11.01
Train completion:14.92%, time:76 m:45 s, avg loss: 11.74, avg acc:0.0885%, last loss: 11.05
Train completion:15.05%, time:77 m:48 s, avg loss: 11.74, avg acc:0.0877%, last loss: 11.06
Train completion:15.18%, time:78 m:39 s, avg loss: 11.73, avg acc:0.0870%, last loss: 10.75
Train completion:15.31%, time:79 m:32 s, avg loss: 11.73, avg acc:0.0862%, last loss: 11.57
Train completion:15.44%, time:80 m:23 s, avg loss: 11.72, avg acc:0.0855%, last loss: 10.80
Train completion:15.58%, time:81 m:11 s, avg loss: 11.72, avg acc:0.0847%, last loss: 11.41
Train completion:15.71%, time:82 m:0 s, avg loss: 11.71, avg acc:0.0840%, last loss: 11.52
Train completion:15.84%, time:82 m:47 s, avg loss: 11.71, avg acc:0.0833%, last loss: 11.91
Train completion:15.97%, time:83 m:33 s, avg loss: 11.70, avg acc:0.0826%, last loss: 11.07
Train completion:16.10%, time:84 m:29 s, avg loss: 11.69, avg acc:0.0820%, last loss: 10.70
Train completion:16.24%, time:85 m:17 s, avg loss: 11.69, avg acc:0.0813%, last loss: 11.48
Train completion:16.37%, time:86 m:17 s, avg loss: 11.69, avg acc:0.0806%, last loss: 11.08
Train completion:16.50%, time:87 m:13 s, avg loss: 11.68, avg acc:0.0800%, last loss: 11.14
Train completion:16.63%, time:88 m:5 s, avg loss: 11.68, avg acc:0.0794%, last loss: 11.25
Train completion:16.76%, time:88 m:48 s, avg loss: 11.67, avg acc:0.0787%, last loss: 11.03
Train completion:16.90%, time:89 m:42 s, avg loss: 11.67, avg acc:0.0781%, last loss: 11.05
Train completion:17.03%, time:90 m:30 s, avg loss: 11.66, avg acc:0.0775%, last loss: 11.21
Train completion:17.16%, time:91 m:20 s, avg loss: 11.66, avg acc:0.0769%, last loss: 11.07
Train completion:17.29%, time:92 m:10 s, avg loss: 11.65, avg acc:0.0763%, last loss: 10.83
Train completion:17.42%, time:93 m:0 s, avg loss: 11.65, avg acc:0.0758%, last loss: 11.79
Train completion:17.56%, time:93 m:48 s, avg loss: 11.64, avg acc:0.0752%, last loss: 11.24
Train completion:17.69%, time:94 m:38 s, avg loss: 11.64, avg acc:0.0746%, last loss: 11.30
Train completion:17.82%, time:95 m:26 s, avg loss: 11.63, avg acc:0.0741%, last loss: 10.71
Train completion:17.95%, time:96 m:16 s, avg loss: 11.63, avg acc:0.0735%, last loss: 10.83
Train completion:18.08%, time:97 m:3 s, avg loss: 11.62, avg acc:0.0730%, last loss: 11.16
Train completion:18.22%, time:97 m:50 s, avg loss: 11.62, avg acc:0.0725%, last loss: 10.97
Train completion:18.35%, time:98 m:39 s, avg loss: 11.62, avg acc:0.0719%, last loss: 11.01
Train completion:18.48%, time:99 m:26 s, avg loss: 11.61, avg acc:0.0714%, last loss: 11.23
Train completion:18.61%, time:100 m:14 s, avg loss: 11.61, avg acc:0.0709%, last loss: 11.06
Train completion:18.74%, time:101 m:2 s, avg loss: 11.60, avg acc:0.0704%, last loss: 11.11
