Better than ViTm_ImplicitAttn5(sine)_Layer_scale_init_Block but slower. 

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:13 s, avg loss: 12.42, avg acc:0.0000%, last loss: 12.42
Train completion:7.26%, time:45 m:44 s, avg loss: 12.08, avg acc:0.0341%, last loss: 11.45
Train completion:7.39%, time:46 m:44 s, avg loss: 12.07, avg acc:0.0335%, last loss: 11.18
Train completion:7.52%, time:47 m:41 s, avg loss: 12.06, avg acc:0.0329%, last loss: 11.40
Train completion:7.66%, time:48 m:36 s, avg loss: 12.05, avg acc:0.0323%, last loss: 11.50
Train completion:7.79%, time:49 m:32 s, avg loss: 12.05, avg acc:0.0318%, last loss: 11.46
Train completion:7.92%, time:50 m:25 s, avg loss: 12.04, avg acc:0.0312%, last loss: 11.95
Train completion:8.05%, time:51 m:18 s, avg loss: 12.04, avg acc:0.0307%, last loss: 11.89
Train completion:8.18%, time:52 m:12 s, avg loss: 12.03, avg acc:0.0302%, last loss: 11.76
Train completion:8.32%, time:53 m:6 s, avg loss: 12.03, avg acc:0.0298%, last loss: 12.22
Train completion:8.45%, time:54 m:1 s, avg loss: 12.02, avg acc:0.0293%, last loss: 11.65
Train completion:8.58%, time:54 m:54 s, avg loss: 12.02, avg acc:0.0288%, last loss: 11.77
Train completion:8.71%, time:55 m:44 s, avg loss: 12.01, avg acc:0.0284%, last loss: 11.72
Train completion:8.84%, time:56 m:37 s, avg loss: 12.00, avg acc:0.0280%, last loss: 11.41
Train completion:8.98%, time:57 m:29 s, avg loss: 12.00, avg acc:0.0276%, last loss: 11.37
Train completion:9.11%, time:58 m:19 s, avg loss: 11.99, avg acc:0.0272%, last loss: 11.29
Train completion:9.24%, time:59 m:9 s, avg loss: 11.99, avg acc:0.0268%, last loss: 11.58
Train completion:9.37%, time:59 m:59 s, avg loss: 11.98, avg acc:0.0264%, last loss: 11.09
Train completion:9.50%, time:60 m:48 s, avg loss: 11.97, avg acc:0.0260%, last loss: 11.85
Train completion:9.64%, time:61 m:38 s, avg loss: 11.96, avg acc:0.0257%, last loss: 11.21
Train completion:9.77%, time:62 m:28 s, avg loss: 11.96, avg acc:0.0253%, last loss: 11.14
Train completion:9.90%, time:63 m:20 s, avg loss: 11.95, avg acc:0.0250%, last loss: 11.75
Train completion:10.03%, time:64 m:10 s, avg loss: 11.95, avg acc:0.0247%, last loss: 11.38
Train completion:10.16%, time:65 m:2 s, avg loss: 11.94, avg acc:0.0244%, last loss: 11.78
Train completion:10.30%, time:65 m:54 s, avg loss: 11.93, avg acc:0.0240%, last loss: 11.70
Train completion:10.43%, time:66 m:49 s, avg loss: 11.92, avg acc:0.0237%, last loss: 11.20
Train completion:10.56%, time:67 m:43 s, avg loss: 11.92, avg acc:0.0234%, last loss: 11.35
Train completion:10.69%, time:68 m:36 s, avg loss: 11.92, avg acc:0.0231%, last loss: 11.51
Train completion:10.82%, time:69 m:27 s, avg loss: 11.91, avg acc:0.0229%, last loss: 11.92
Train completion:10.96%, time:70 m:22 s, avg loss: 11.90, avg acc:0.0226%, last loss: 11.68
Train completion:11.09%, time:71 m:13 s, avg loss: 11.90, avg acc:0.0223%, last loss: 10.77
Train completion:11.22%, time:72 m:3 s, avg loss: 11.89, avg acc:0.0221%, last loss: 11.55
Train completion:11.35%, time:72 m:54 s, avg loss: 11.88, avg acc:0.0218%, last loss: 11.39
Train completion:11.48%, time:73 m:47 s, avg loss: 11.88, avg acc:0.0216%, last loss: 11.04
Train completion:11.62%, time:74 m:39 s, avg loss: 11.87, avg acc:0.0213%, last loss: 11.06
Train completion:11.75%, time:75 m:32 s, avg loss: 11.86, avg acc:0.0211%, last loss: 11.56
Train completion:11.88%, time:76 m:24 s, avg loss: 11.86, avg acc:0.0208%, last loss: 11.46
Train completion:12.01%, time:77 m:16 s, avg loss: 11.85, avg acc:0.0206%, last loss: 11.09
Train completion:12.14%, time:78 m:8 s, avg loss: 11.85, avg acc:0.0204%, last loss: 11.39
Train completion:12.28%, time:79 m:0 s, avg loss: 11.84, avg acc:0.0202%, last loss: 11.60
Train completion:12.41%, time:79 m:52 s, avg loss: 11.84, avg acc:0.0199%, last loss: 11.76
Train completion:12.54%, time:80 m:43 s, avg loss: 11.83, avg acc:0.0197%, last loss: 11.83
Train completion:12.67%, time:81 m:34 s, avg loss: 11.82, avg acc:0.0195%, last loss: 11.32
Train completion:12.80%, time:82 m:27 s, avg loss: 11.82, avg acc:0.0193%, last loss: 10.89
Train completion:12.94%, time:83 m:18 s, avg loss: 11.81, avg acc:0.0191%, last loss: 11.14
Train completion:13.07%, time:84 m:10 s, avg loss: 11.81, avg acc:0.0189%, last loss: 11.72
Train completion:13.20%, time:85 m:1 s, avg loss: 11.80, avg acc:0.0187%, last loss: 11.04
Train completion:13.33%, time:85 m:50 s, avg loss: 11.80, avg acc:0.0186%, last loss: 10.90
Train completion:13.46%, time:86 m:41 s, avg loss: 11.79, avg acc:0.0184%, last loss: 10.98
Train completion:13.60%, time:87 m:32 s, avg loss: 11.78, avg acc:0.0182%, last loss: 11.00
Train completion:13.73%, time:88 m:24 s, avg loss: 11.78, avg acc:0.0180%, last loss: 11.36
Train completion:13.86%, time:89 m:14 s, avg loss: 11.78, avg acc:0.0179%, last loss: 11.29
Train completion:13.99%, time:90 m:5 s, avg loss: 11.77, avg acc:0.0177%, last loss: 11.00
Train completion:14.12%, time:90 m:55 s, avg loss: 11.76, avg acc:0.0175%, last loss: 11.06
Train completion:14.26%, time:91 m:46 s, avg loss: 11.76, avg acc:0.0174%, last loss: 11.64
Train completion:14.39%, time:92 m:37 s, avg loss: 11.76, avg acc:0.0172%, last loss: 11.30
Train completion:14.52%, time:93 m:27 s, avg loss: 11.75, avg acc:0.0170%, last loss: 11.39
Train completion:14.65%, time:94 m:17 s, avg loss: 11.74, avg acc:0.0169%, last loss: 11.03
Train completion:14.78%, time:95 m:6 s, avg loss: 11.74, avg acc:0.0167%, last loss: 11.22
Train completion:14.92%, time:95 m:56 s, avg loss: 11.73, avg acc:0.0166%, last loss: 11.51
Train completion:15.05%, time:96 m:45 s, avg loss: 11.73, avg acc:0.0164%, last loss: 11.14
Train completion:15.18%, time:97 m:36 s, avg loss: 11.72, avg acc:0.0163%, last loss: 11.06
Train completion:15.31%, time:98 m:26 s, avg loss: 11.72, avg acc:0.0162%, last loss: 10.90
Train completion:15.44%, time:99 m:16 s, avg loss: 11.71, avg acc:0.0160%, last loss: 11.12
Train completion:15.58%, time:100 m:5 s, avg loss: 11.71, avg acc:0.0159%, last loss: 10.90
Train completion:15.71%, time:100 m:53 s, avg loss: 11.70, avg acc:0.0158%, last loss: 11.02
Train completion:15.84%, time:101 m:43 s, avg loss: 11.70, avg acc:0.0156%, last loss: 11.77
Train completion:15.97%, time:102 m:35 s, avg loss: 11.69, avg acc:0.0155%, last loss: 10.89
Train completion:16.10%, time:103 m:26 s, avg loss: 11.69, avg acc:0.0154%, last loss: 11.13
Train completion:16.24%, time:104 m:16 s, avg loss: 11.68, avg acc:0.0152%, last loss: 11.41
Train completion:16.37%, time:105 m:7 s, avg loss: 11.68, avg acc:0.0151%, last loss: 11.09
Train completion:16.50%, time:105 m:57 s, avg loss: 11.68, avg acc:0.0150%, last loss: 11.64
Train completion:16.63%, time:106 m:48 s, avg loss: 11.67, avg acc:0.0149%, last loss: 10.81
Train completion:16.76%, time:107 m:40 s, avg loss: 11.67, avg acc:0.0148%, last loss: 11.25
Train completion:16.90%, time:108 m:32 s, avg loss: 11.66, avg acc:0.0146%, last loss: 11.18
Train completion:17.03%, time:109 m:23 s, avg loss: 11.66, avg acc:0.0145%, last loss: 11.34
Train completion:17.16%, time:110 m:14 s, avg loss: 11.65, avg acc:0.0144%, last loss: 11.56
Train completion:17.29%, time:111 m:4 s, avg loss: 11.65, avg acc:0.0143%, last loss: 11.11
Train completion:17.42%, time:111 m:55 s, avg loss: 11.64, avg acc:0.0142%, last loss: 11.11
Train completion:17.56%, time:112 m:47 s, avg loss: 11.64, avg acc:0.0141%, last loss: 11.15
Train completion:17.69%, time:113 m:38 s, avg loss: 11.64, avg acc:0.0140%, last loss: 10.94
Train completion:17.82%, time:114 m:30 s, avg loss: 11.63, avg acc:0.0139%, last loss: 11.38
Train completion:17.95%, time:115 m:23 s, avg loss: 11.63, avg acc:0.0138%, last loss: 10.65
Train completion:18.08%, time:116 m:13 s, avg loss: 11.62, avg acc:0.0137%, last loss: 10.97
Train completion:18.22%, time:117 m:3 s, avg loss: 11.62, avg acc:0.0136%, last loss: 10.82
Train completion:18.35%, time:117 m:55 s, avg loss: 11.61, avg acc:0.0135%, last loss: 11.03
Train completion:18.48%, time:118 m:45 s, avg loss: 11.61, avg acc:0.0134%, last loss: 10.96
Train completion:18.61%, time:119 m:37 s, avg loss: 11.60, avg acc:0.0133%, last loss: 10.75
Train completion:18.74%, time:120 m:29 s, avg loss: 11.60, avg acc:0.0132%, last loss: 10.49
Train completion:18.88%, time:121 m:22 s, avg loss: 11.59, avg acc:0.0131%, last loss: 11.35
Train completion:19.01%, time:122 m:13 s, avg loss: 11.59, avg acc:0.0130%, last loss: 10.61
Train completion:19.14%, time:123 m:3 s, avg loss: 11.58, avg acc:0.0129%, last loss: 10.73
Train completion:19.27%, time:123 m:53 s, avg loss: 11.58, avg acc:0.0128%, last loss: 11.09
Train completion:19.40%, time:124 m:44 s, avg loss: 11.58, avg acc:0.0128%, last loss: 10.79
Train completion:19.54%, time:125 m:35 s, avg loss: 11.57, avg acc:0.0127%, last loss: 10.82
Train completion:19.67%, time:126 m:24 s, avg loss: 11.57, avg acc:0.0126%, last loss: 10.58
Train completion:19.80%, time:127 m:14 s, avg loss: 11.56, avg acc:0.0125%, last loss: 10.66
Train completion:19.93%, time:128 m:3 s, avg loss: 11.56, avg acc:0.0124%, last loss: 10.89
Train completion:20.06%, time:128 m:50 s, avg loss: 11.56, avg acc:0.0123%, last loss: 11.09
Train completion:20.20%, time:129 m:40 s, avg loss: 11.55, avg acc:0.0123%, last loss: 10.91
Train completion:20.33%, time:130 m:31 s, avg loss: 11.55, avg acc:0.0122%, last loss: 10.63
Train completion:20.46%, time:131 m:25 s, avg loss: 11.54, avg acc:0.0121%, last loss: 11.04
Train completion:20.59%, time:132 m:18 s, avg loss: 11.54, avg acc:0.0120%, last loss: 10.43
Train completion:20.72%, time:133 m:11 s, avg loss: 11.53, avg acc:0.0119%, last loss: 10.82
Train completion:20.86%, time:134 m:3 s, avg loss: 11.53, avg acc:0.0119%, last loss: 10.72
Train completion:20.99%, time:134 m:55 s, avg loss: 11.53, avg acc:0.0118%, last loss: 11.10
Train completion:21.12%, time:135 m:49 s, avg loss: 11.52, avg acc:0.0117%, last loss: 11.07
Train completion:21.25%, time:136 m:44 s, avg loss: 11.52, avg acc:0.0116%, last loss: 10.93
Train completion:21.38%, time:137 m:38 s, avg loss: 11.51, avg acc:0.0116%, last loss: 10.91
Train completion:21.52%, time:138 m:33 s, avg loss: 11.51, avg acc:0.0115%, last loss: 10.75
Train completion:21.65%, time:139 m:26 s, avg loss: 11.51, avg acc:0.0114%, last loss: 11.30
Train completion:21.78%, time:140 m:22 s, avg loss: 11.50, avg acc:0.0114%, last loss: 10.65
Train completion:21.91%, time:141 m:17 s, avg loss: 11.50, avg acc:0.0132%, last loss: 10.69
Train completion:22.04%, time:142 m:12 s, avg loss: 11.49, avg acc:0.0131%, last loss: 10.70
Train completion:22.18%, time:143 m:8 s, avg loss: 11.49, avg acc:0.0130%, last loss: 11.20
Train completion:22.31%, time:144 m:4 s, avg loss: 11.49, avg acc:0.0129%, last loss: 11.00
Train completion:22.44%, time:144 m:59 s, avg loss: 11.48, avg acc:0.0129%, last loss: 10.97
Train completion:22.57%, time:145 m:55 s, avg loss: 11.48, avg acc:0.0128%, last loss: 10.62
Train completion:22.70%, time:146 m:50 s, avg loss: 11.47, avg acc:0.0127%, last loss: 10.81
Train completion:22.84%, time:147 m:44 s, avg loss: 11.47, avg acc:0.0126%, last loss: 11.00
Train completion:22.97%, time:148 m:41 s, avg loss: 11.47, avg acc:0.0126%, last loss: 10.56
Train completion:23.10%, time:149 m:36 s, avg loss: 11.46, avg acc:0.0125%, last loss: 10.82
Train completion:23.23%, time:150 m:34 s, avg loss: 11.46, avg acc:0.0124%, last loss: 10.60
Train completion:23.36%, time:151 m:29 s, avg loss: 11.45, avg acc:0.0177%, last loss: 10.49
Train completion:23.50%, time:152 m:22 s, avg loss: 11.45, avg acc:0.0176%, last loss: 10.70
Train completion:23.63%, time:153 m:18 s, avg loss: 11.45, avg acc:0.0175%, last loss: 10.59
Train completion:23.76%, time:154 m:14 s, avg loss: 11.44, avg acc:0.0174%, last loss: 10.50
Train completion:23.89%, time:155 m:12 s, avg loss: 11.44, avg acc:0.0173%, last loss: 10.72
Train completion:24.02%, time:156 m:12 s, avg loss: 11.44, avg acc:0.0172%, last loss: 10.59
Train completion:24.16%, time:157 m:9 s, avg loss: 11.43, avg acc:0.0171%, last loss: 10.70
Train completion:24.29%, time:158 m:8 s, avg loss: 11.43, avg acc:0.0170%, last loss: 10.87
Train completion:24.42%, time:159 m:4 s, avg loss: 11.43, avg acc:0.0169%, last loss: 10.62
Train completion:24.55%, time:159 m:58 s, avg loss: 11.42, avg acc:0.0168%, last loss: 10.57
Train completion:24.68%, time:160 m:56 s, avg loss: 11.42, avg acc:0.0167%, last loss: 10.53
Train completion:24.82%, time:161 m:51 s, avg loss: 11.41, avg acc:0.0166%, last loss: 10.95
Train completion:24.95%, time:162 m:45 s, avg loss: 11.41, avg acc:0.0165%, last loss: 11.04
Train completion:25.08%, time:163 m:41 s, avg loss: 11.41, avg acc:0.0164%, last loss: 10.93
Train completion:25.21%, time:164 m:36 s, avg loss: 11.40, avg acc:0.0164%, last loss: 10.80
Train completion:25.34%, time:165 m:32 s, avg loss: 11.40, avg acc:0.0163%, last loss: 11.25
Train completion:25.48%, time:166 m:28 s, avg loss: 11.40, avg acc:0.0162%, last loss: 10.49
Train completion:25.61%, time:167 m:23 s, avg loss: 11.39, avg acc:0.0161%, last loss: 10.26
Train completion:25.74%, time:168 m:18 s, avg loss: 11.39, avg acc:0.0160%, last loss: 10.70
Train completion:25.87%, time:169 m:14 s, avg loss: 11.39, avg acc:0.0159%, last loss: 10.70
Train completion:26.00%, time:170 m:10 s, avg loss: 11.38, avg acc:0.0159%, last loss: 10.60
Train completion:26.14%, time:171 m:7 s, avg loss: 11.38, avg acc:0.0158%, last loss: 10.81
Train completion:26.27%, time:172 m:4 s, avg loss: 11.37, avg acc:0.0157%, last loss: 10.74
Train completion:26.40%, time:172 m:59 s, avg loss: 11.37, avg acc:0.0156%, last loss: 10.64
Train completion:26.53%, time:173 m:53 s, avg loss: 11.37, avg acc:0.0155%, last loss: 10.40
Train completion:26.66%, time:174 m:46 s, avg loss: 11.36, avg acc:0.0155%, last loss: 10.97
Train completion:26.80%, time:175 m:40 s, avg loss: 11.36, avg acc:0.0154%, last loss: 11.04
Train completion:26.93%, time:176 m:35 s, avg loss: 11.36, avg acc:0.0153%, last loss: 10.35
Train completion:27.06%, time:177 m:29 s, avg loss: 11.35, avg acc:0.0152%, last loss: 10.64
Train completion:27.19%, time:178 m:24 s, avg loss: 11.35, avg acc:0.0152%, last loss: 10.38
Train completion:27.32%, time:179 m:19 s, avg loss: 11.35, avg acc:0.0151%, last loss: 10.88
Train completion:27.46%, time:180 m:15 s, avg loss: 11.34, avg acc:0.0150%, last loss: 10.56
Train completion:27.59%, time:181 m:11 s, avg loss: 11.34, avg acc:0.0150%, last loss: 10.88
Train completion:27.72%, time:182 m:7 s, avg loss: 11.34, avg acc:0.0149%, last loss: 10.89
Train completion:27.85%, time:183 m:4 s, avg loss: 11.33, avg acc:0.0148%, last loss: 10.74
Train completion:27.98%, time:183 m:59 s, avg loss: 11.33, avg acc:0.0147%, last loss: 10.62
Train completion:28.12%, time:184 m:54 s, avg loss: 11.33, avg acc:0.0147%, last loss: 10.66
Train completion:28.25%, time:185 m:50 s, avg loss: 11.32, avg acc:0.0146%, last loss: 10.42
Train completion:28.38%, time:186 m:46 s, avg loss: 11.32, avg acc:0.0145%, last loss: 10.87
Train completion:28.51%, time:187 m:43 s, avg loss: 11.32, avg acc:0.0145%, last loss: 10.39
Train completion:28.64%, time:188 m:39 s, avg loss: 11.31, avg acc:0.0144%, last loss: 10.94
Train completion:28.78%, time:189 m:35 s, avg loss: 11.31, avg acc:0.0143%, last loss: 10.38
Train completion:28.91%, time:190 m:30 s, avg loss: 11.31, avg acc:0.0143%, last loss: 10.89
Train completion:29.04%, time:191 m:29 s, avg loss: 11.30, avg acc:0.0142%, last loss: 10.28
Train completion:29.17%, time:192 m:29 s, avg loss: 11.30, avg acc:0.0141%, last loss: 10.67
Train completion:29.30%, time:193 m:26 s, avg loss: 11.30, avg acc:0.0141%, last loss: 10.35
Train completion:29.44%, time:194 m:22 s, avg loss: 11.29, avg acc:0.0140%, last loss: 10.26
Train completion:29.57%, time:195 m:21 s, avg loss: 11.29, avg acc:0.0377%, last loss: 10.81
Train completion:29.70%, time:196 m:19 s, avg loss: 11.29, avg acc:0.0375%, last loss: 10.36
Train completion:29.83%, time:197 m:16 s, avg loss: 11.28, avg acc:0.0373%, last loss: 10.77
Train completion:29.96%, time:198 m:12 s, avg loss: 11.28, avg acc:0.0372%, last loss: 10.48
Train completion:30.10%, time:199 m:9 s, avg loss: 11.28, avg acc:0.0370%, last loss: 10.52
Train completion:30.23%, time:200 m:5 s, avg loss: 11.27, avg acc:0.0368%, last loss: 10.42
Train completion:30.36%, time:201 m:3 s, avg loss: 11.27, avg acc:0.0367%, last loss: 10.58
Train completion:30.49%, time:202 m:1 s, avg loss: 11.27, avg acc:0.0365%, last loss: 10.56
Train completion:30.62%, time:203 m:1 s, avg loss: 11.26, avg acc:0.0364%, last loss: 10.34
Train completion:30.76%, time:204 m:1 s, avg loss: 11.26, avg acc:0.0362%, last loss: 10.45
Train completion:30.89%, time:204 m:58 s, avg loss: 11.26, avg acc:0.0361%, last loss: 10.62
Train completion:31.02%, time:205 m:54 s, avg loss: 11.26, avg acc:0.0359%, last loss: 10.62
Train completion:31.15%, time:206 m:51 s, avg loss: 11.25, avg acc:0.0358%, last loss: 10.56
Train completion:31.28%, time:207 m:45 s, avg loss: 11.25, avg acc:0.0356%, last loss: 10.51
Train completion:31.42%, time:208 m:41 s, avg loss: 11.25, avg acc:0.0355%, last loss: 10.69
Train completion:31.55%, time:209 m:35 s, avg loss: 11.24, avg acc:0.0353%, last loss: 10.96
Train completion:31.68%, time:210 m:31 s, avg loss: 11.24, avg acc:0.0352%, last loss: 10.43
Train completion:31.81%, time:211 m:26 s, avg loss: 11.24, avg acc:0.0350%, last loss: 10.40
Train completion:31.94%, time:212 m:22 s, avg loss: 11.24, avg acc:0.0349%, last loss: 10.58
Train completion:32.08%, time:213 m:17 s, avg loss: 11.23, avg acc:0.0347%, last loss: 10.36
Train completion:32.21%, time:214 m:14 s, avg loss: 11.23, avg acc:0.0346%, last loss: 11.01
Train completion:32.34%, time:215 m:9 s, avg loss: 11.23, avg acc:0.0344%, last loss: 10.57
Train completion:32.47%, time:216 m:7 s, avg loss: 11.22, avg acc:0.0343%, last loss: 10.51
Train completion:32.60%, time:217 m:1 s, avg loss: 11.22, avg acc:0.0342%, last loss: 10.39
Train completion:32.74%, time:217 m:58 s, avg loss: 11.22, avg acc:0.0340%, last loss: 10.54
Train completion:32.87%, time:218 m:52 s, avg loss: 11.21, avg acc:0.0389%, last loss: 10.25
Train completion:33.00%, time:219 m:47 s, avg loss: 11.21, avg acc:0.0387%, last loss: 10.20
Train completion:33.13%, time:220 m:43 s, avg loss: 11.21, avg acc:0.0386%, last loss: 10.72
Train completion:33.26%, time:221 m:38 s, avg loss: 11.20, avg acc:0.0384%, last loss: 10.26
Train completion:33.40%, time:222 m:33 s, avg loss: 11.20, avg acc:0.0383%, last loss: 10.23
Train completion:33.53%, time:223 m:30 s, avg loss: 11.20, avg acc:0.0381%, last loss: 10.24
Train completion:33.66%, time:224 m:27 s, avg loss: 11.20, avg acc:0.0380%, last loss: 10.00
Train completion:33.79%, time:225 m:23 s, avg loss: 11.19, avg acc:0.0378%, last loss: 10.41
Train completion:33.92%, time:226 m:19 s, avg loss: 11.19, avg acc:0.0377%, last loss: 10.65
Train completion:34.06%, time:227 m:12 s, avg loss: 11.19, avg acc:0.0375%, last loss: 10.95
Train completion:34.19%, time:228 m:3 s, avg loss: 11.18, avg acc:0.0374%, last loss: 10.24
Train completion:34.32%, time:228 m:57 s, avg loss: 11.18, avg acc:0.0373%, last loss: 10.65
Train completion:34.45%, time:229 m:49 s, avg loss: 11.18, avg acc:0.0371%, last loss: 10.53
Train completion:34.58%, time:230 m:39 s, avg loss: 11.18, avg acc:0.0370%, last loss: 10.41
Train completion:34.72%, time:231 m:32 s, avg loss: 11.17, avg acc:0.0368%, last loss: 10.35
Train completion:34.85%, time:232 m:22 s, avg loss: 11.17, avg acc:0.0367%, last loss: 10.29
Train completion:34.98%, time:233 m:14 s, avg loss: 11.17, avg acc:0.0366%, last loss: 10.92
Train completion:35.11%, time:234 m:6 s, avg loss: 11.17, avg acc:0.0364%, last loss: 10.51
Train completion:35.24%, time:234 m:58 s, avg loss: 11.16, avg acc:0.0363%, last loss: 10.34
Train completion:35.38%, time:235 m:50 s, avg loss: 11.16, avg acc:0.0361%, last loss: 10.62
Train completion:35.51%, time:236 m:40 s, avg loss: 11.16, avg acc:0.0360%, last loss: 10.59
Train completion:35.64%, time:237 m:34 s, avg loss: 11.15, avg acc:0.0359%, last loss: 10.35
Train completion:35.77%, time:238 m:25 s, avg loss: 11.15, avg acc:0.0357%, last loss: 10.22
Train completion:35.90%, time:239 m:16 s, avg loss: 11.15, avg acc:0.0356%, last loss: 10.25
Train completion:36.04%, time:240 m:7 s, avg loss: 11.15, avg acc:0.0355%, last loss: 10.73
Train completion:36.17%, time:240 m:58 s, avg loss: 11.14, avg acc:0.0354%, last loss: 10.58
Train completion:36.30%, time:241 m:49 s, avg loss: 11.14, avg acc:0.0352%, last loss: 10.29
