Same in performance to ViTm_ImplicitAttn3_Block, and just a bit slower. 

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:28 s, avg loss: 12.47, avg acc:0.0000%, last loss: 12.43
Train completion:19.01%, time:91 m:7 s, avg loss: 11.60, avg acc:0.0673%, last loss: 10.89
Train completion:19.14%, time:91 m:40 s, avg loss: 11.60, avg acc:0.0668%, last loss: 10.77
Train completion:19.27%, time:92 m:13 s, avg loss: 11.59, avg acc:0.0664%, last loss: 11.10
Train completion:19.40%, time:92 m:44 s, avg loss: 11.59, avg acc:0.0659%, last loss: 10.87
Train completion:19.54%, time:93 m:17 s, avg loss: 11.58, avg acc:0.0655%, last loss: 10.88
Train completion:19.67%, time:93 m:49 s, avg loss: 11.58, avg acc:0.0650%, last loss: 11.44
Train completion:19.80%, time:94 m:20 s, avg loss: 11.58, avg acc:0.0646%, last loss: 10.65
Train completion:19.93%, time:94 m:51 s, avg loss: 11.57, avg acc:0.0642%, last loss: 10.50
Train completion:20.06%, time:95 m:25 s, avg loss: 11.57, avg acc:0.0637%, last loss: 11.08
Train completion:20.20%, time:95 m:58 s, avg loss: 11.56, avg acc:0.0633%, last loss: 11.19
Train completion:20.33%, time:96 m:31 s, avg loss: 11.56, avg acc:0.0629%, last loss: 11.02
Train completion:20.46%, time:97 m:3 s, avg loss: 11.55, avg acc:0.0625%, last loss: 10.83
Train completion:20.59%, time:97 m:35 s, avg loss: 11.55, avg acc:0.0621%, last loss: 11.03
Train completion:20.72%, time:98 m:8 s, avg loss: 11.55, avg acc:0.0617%, last loss: 11.17
Train completion:20.86%, time:98 m:40 s, avg loss: 11.54, avg acc:0.0613%, last loss: 11.21
Train completion:20.99%, time:99 m:12 s, avg loss: 11.54, avg acc:0.0609%, last loss: 11.05
Train completion:21.12%, time:99 m:45 s, avg loss: 11.53, avg acc:0.0605%, last loss: 10.60
Train completion:21.25%, time:100 m:15 s, avg loss: 11.53, avg acc:0.0602%, last loss: 10.64
Train completion:21.38%, time:100 m:47 s, avg loss: 11.52, avg acc:0.0598%, last loss: 11.10
Train completion:21.52%, time:101 m:18 s, avg loss: 11.52, avg acc:0.0594%, last loss: 10.43
Train completion:21.65%, time:101 m:49 s, avg loss: 11.52, avg acc:0.0591%, last loss: 10.83
Train completion:21.78%, time:102 m:19 s, avg loss: 11.51, avg acc:0.0587%, last loss: 10.82
Train completion:21.91%, time:102 m:50 s, avg loss: 11.51, avg acc:0.0584%, last loss: 11.56
Train completion:22.04%, time:103 m:20 s, avg loss: 11.50, avg acc:0.0580%, last loss: 10.82
Train completion:22.18%, time:103 m:51 s, avg loss: 11.50, avg acc:0.0577%, last loss: 10.78
Train completion:22.31%, time:104 m:22 s, avg loss: 11.50, avg acc:0.0573%, last loss: 10.93
Train completion:22.44%, time:104 m:57 s, avg loss: 11.49, avg acc:0.0570%, last loss: 10.36
Train completion:22.57%, time:105 m:31 s, avg loss: 11.49, avg acc:0.0567%, last loss: 10.81
Train completion:22.70%, time:106 m:4 s, avg loss: 11.48, avg acc:0.0563%, last loss: 10.58
Train completion:22.84%, time:106 m:38 s, avg loss: 11.48, avg acc:0.0560%, last loss: 10.84
Train completion:22.97%, time:107 m:11 s, avg loss: 11.48, avg acc:0.0557%, last loss: 11.25
Train completion:23.10%, time:107 m:43 s, avg loss: 11.47, avg acc:0.0554%, last loss: 11.01
Train completion:23.23%, time:108 m:16 s, avg loss: 11.47, avg acc:0.0550%, last loss: 10.71
Train completion:23.36%, time:108 m:49 s, avg loss: 11.46, avg acc:0.0547%, last loss: 11.04
Train completion:23.50%, time:109 m:20 s, avg loss: 11.46, avg acc:0.0544%, last loss: 10.87
Train completion:23.63%, time:109 m:52 s, avg loss: 11.46, avg acc:0.0541%, last loss: 10.76
Train completion:23.76%, time:110 m:24 s, avg loss: 11.45, avg acc:0.0538%, last loss: 10.74
Train completion:23.89%, time:110 m:55 s, avg loss: 11.45, avg acc:0.0535%, last loss: 10.72
Train completion:24.02%, time:111 m:27 s, avg loss: 11.44, avg acc:0.0532%, last loss: 10.47
Train completion:24.16%, time:111 m:58 s, avg loss: 11.44, avg acc:0.0529%, last loss: 11.14
Train completion:24.29%, time:112 m:30 s, avg loss: 11.44, avg acc:0.0526%, last loss: 10.36
Train completion:24.42%, time:113 m:4 s, avg loss: 11.43, avg acc:0.0524%, last loss: 10.64
Train completion:24.55%, time:113 m:37 s, avg loss: 11.43, avg acc:0.0521%, last loss: 10.74
Train completion:24.68%, time:114 m:9 s, avg loss: 11.43, avg acc:0.0518%, last loss: 11.08
Train completion:24.82%, time:114 m:40 s, avg loss: 11.42, avg acc:0.0515%, last loss: 10.87
Train completion:24.95%, time:115 m:12 s, avg loss: 11.42, avg acc:0.0513%, last loss: 10.78
Train completion:25.08%, time:115 m:43 s, avg loss: 11.41, avg acc:0.0510%, last loss: 10.65
Train completion:25.21%, time:116 m:15 s, avg loss: 11.41, avg acc:0.0507%, last loss: 10.71
Train completion:25.34%, time:116 m:46 s, avg loss: 11.41, avg acc:0.0505%, last loss: 10.65
Train completion:25.48%, time:117 m:18 s, avg loss: 11.40, avg acc:0.0502%, last loss: 10.83
Train completion:25.61%, time:117 m:49 s, avg loss: 11.40, avg acc:0.0499%, last loss: 10.89
Train completion:25.74%, time:118 m:22 s, avg loss: 11.40, avg acc:0.0497%, last loss: 10.49
Train completion:25.87%, time:118 m:55 s, avg loss: 11.39, avg acc:0.0494%, last loss: 10.83
Train completion:26.00%, time:119 m:28 s, avg loss: 11.39, avg acc:0.0492%, last loss: 11.04
Train completion:26.14%, time:120 m:1 s, avg loss: 11.39, avg acc:0.0489%, last loss: 10.80
Train completion:26.27%, time:120 m:34 s, avg loss: 11.38, avg acc:0.0487%, last loss: 10.25
Train completion:26.40%, time:121 m:8 s, avg loss: 11.38, avg acc:0.0484%, last loss: 10.31
Train completion:26.53%, time:121 m:41 s, avg loss: 11.38, avg acc:0.0482%, last loss: 10.66
Train completion:26.66%, time:122 m:15 s, avg loss: 11.37, avg acc:0.0480%, last loss: 10.59
Train completion:26.80%, time:122 m:48 s, avg loss: 11.37, avg acc:0.0477%, last loss: 10.43
Train completion:26.93%, time:123 m:21 s, avg loss: 11.36, avg acc:0.0475%, last loss: 11.12
Train completion:27.06%, time:123 m:55 s, avg loss: 11.36, avg acc:0.0473%, last loss: 10.57
Train completion:27.19%, time:124 m:27 s, avg loss: 11.36, avg acc:0.0470%, last loss: 10.61
Train completion:27.32%, time:125 m:0 s, avg loss: 11.35, avg acc:0.0468%, last loss: 10.48
Train completion:27.46%, time:125 m:34 s, avg loss: 11.35, avg acc:0.0466%, last loss: 10.78
Train completion:27.59%, time:126 m:8 s, avg loss: 11.35, avg acc:0.0464%, last loss: 10.91
Train completion:27.72%, time:126 m:40 s, avg loss: 11.34, avg acc:0.0461%, last loss: 10.55
Train completion:27.85%, time:127 m:12 s, avg loss: 11.34, avg acc:0.0459%, last loss: 10.60
Train completion:27.98%, time:127 m:45 s, avg loss: 11.34, avg acc:0.0457%, last loss: 10.74
Train completion:28.12%, time:128 m:17 s, avg loss: 11.34, avg acc:0.0455%, last loss: 10.82
Train completion:28.25%, time:128 m:49 s, avg loss: 11.33, avg acc:0.0453%, last loss: 10.48
Train completion:28.38%, time:129 m:20 s, avg loss: 11.33, avg acc:0.0451%, last loss: 10.45
Train completion:28.51%, time:129 m:52 s, avg loss: 11.33, avg acc:0.0448%, last loss: 10.49
Train completion:28.64%, time:130 m:24 s, avg loss: 11.32, avg acc:0.0446%, last loss: 10.76
Train completion:28.78%, time:130 m:56 s, avg loss: 11.32, avg acc:0.0444%, last loss: 10.40
Train completion:28.91%, time:131 m:27 s, avg loss: 11.32, avg acc:0.0442%, last loss: 10.78
Train completion:29.04%, time:131 m:58 s, avg loss: 11.31, avg acc:0.0440%, last loss: 10.67
Train completion:29.17%, time:132 m:31 s, avg loss: 11.31, avg acc:0.0438%, last loss: 10.48
Train completion:29.30%, time:133 m:3 s, avg loss: 11.31, avg acc:0.0436%, last loss: 10.78
Train completion:29.44%, time:133 m:37 s, avg loss: 11.30, avg acc:0.0434%, last loss: 10.55
Train completion:29.57%, time:134 m:9 s, avg loss: 11.30, avg acc:0.0432%, last loss: 10.47
Train completion:29.70%, time:134 m:41 s, avg loss: 11.30, avg acc:0.0431%, last loss: 10.90
Train completion:29.83%, time:135 m:13 s, avg loss: 11.30, avg acc:0.0429%, last loss: 10.51
Train completion:29.96%, time:135 m:45 s, avg loss: 11.29, avg acc:0.0427%, last loss: 10.56
Train completion:30.10%, time:136 m:18 s, avg loss: 11.29, avg acc:0.0425%, last loss: 10.59
Train completion:30.23%, time:136 m:50 s, avg loss: 11.29, avg acc:0.0423%, last loss: 10.71
Train completion:30.36%, time:137 m:22 s, avg loss: 11.28, avg acc:0.0421%, last loss: 10.65
Train completion:30.49%, time:137 m:54 s, avg loss: 11.28, avg acc:0.0419%, last loss: 11.14
Train completion:30.62%, time:138 m:27 s, avg loss: 11.28, avg acc:0.0418%, last loss: 10.37
Train completion:30.76%, time:138 m:59 s, avg loss: 11.28, avg acc:0.0416%, last loss: 10.65
Train completion:30.89%, time:139 m:31 s, avg loss: 11.27, avg acc:0.0414%, last loss: 10.99
Train completion:31.02%, time:140 m:3 s, avg loss: 11.27, avg acc:0.0412%, last loss: 10.35
Train completion:31.15%, time:140 m:37 s, avg loss: 11.27, avg acc:0.0410%, last loss: 10.62
Train completion:31.28%, time:141 m:10 s, avg loss: 11.26, avg acc:0.0409%, last loss: 10.48
Train completion:31.42%, time:141 m:43 s, avg loss: 11.26, avg acc:0.0407%, last loss: 10.43
Train completion:31.55%, time:142 m:16 s, avg loss: 11.26, avg acc:0.0405%, last loss: 10.82
Train completion:31.68%, time:142 m:50 s, avg loss: 11.26, avg acc:0.0404%, last loss: 10.52
Train completion:31.81%, time:143 m:24 s, avg loss: 11.25, avg acc:0.0402%, last loss: 10.71
Train completion:31.94%, time:143 m:59 s, avg loss: 11.25, avg acc:0.0400%, last loss: 10.34
Train completion:32.08%, time:144 m:34 s, avg loss: 11.25, avg acc:0.0399%, last loss: 10.76
Train completion:32.21%, time:145 m:9 s, avg loss: 11.24, avg acc:0.0397%, last loss: 10.56
Train completion:32.34%, time:145 m:44 s, avg loss: 11.24, avg acc:0.0395%, last loss: 10.26
Train completion:32.47%, time:146 m:19 s, avg loss: 11.24, avg acc:0.0394%, last loss: 10.43
Train completion:32.60%, time:146 m:53 s, avg loss: 11.24, avg acc:0.0392%, last loss: 10.41
Train completion:32.74%, time:147 m:26 s, avg loss: 11.23, avg acc:0.0391%, last loss: 10.51
Train completion:32.87%, time:148 m:0 s, avg loss: 11.23, avg acc:0.0389%, last loss: 10.45
Train completion:33.00%, time:148 m:34 s, avg loss: 11.23, avg acc:0.0387%, last loss: 10.42
Train completion:33.13%, time:149 m:10 s, avg loss: 11.22, avg acc:0.0386%, last loss: 10.47
Train completion:33.26%, time:149 m:47 s, avg loss: 11.22, avg acc:0.0384%, last loss: 10.72
Train completion:33.40%, time:150 m:23 s, avg loss: 11.22, avg acc:0.0383%, last loss: 10.78
Train completion:33.53%, time:150 m:59 s, avg loss: 11.22, avg acc:0.0381%, last loss: 10.30
Train completion:33.66%, time:151 m:36 s, avg loss: 11.21, avg acc:0.0380%, last loss: 10.59
Train completion:33.79%, time:152 m:14 s, avg loss: 11.21, avg acc:0.0378%, last loss: 10.46
Train completion:33.92%, time:152 m:53 s, avg loss: 11.21, avg acc:0.0377%, last loss: 10.50
Train completion:34.06%, time:153 m:30 s, avg loss: 11.21, avg acc:0.0375%, last loss: 10.69
Train completion:34.19%, time:154 m:9 s, avg loss: 11.20, avg acc:0.0374%, last loss: 10.34
Train completion:34.32%, time:154 m:45 s, avg loss: 11.20, avg acc:0.0373%, last loss: 10.40
Train completion:34.45%, time:155 m:21 s, avg loss: 11.20, avg acc:0.0371%, last loss: 10.39
Train completion:34.58%, time:155 m:58 s, avg loss: 11.20, avg acc:0.0370%, last loss: 10.55
Train completion:34.72%, time:156 m:32 s, avg loss: 11.19, avg acc:0.0368%, last loss: 10.95
Train completion:34.85%, time:157 m:6 s, avg loss: 11.19, avg acc:0.0367%, last loss: 10.42
Train completion:34.98%, time:157 m:42 s, avg loss: 11.19, avg acc:0.0366%, last loss: 10.51
Train completion:35.11%, time:158 m:17 s, avg loss: 11.19, avg acc:0.0364%, last loss: 10.65
Train completion:35.24%, time:158 m:54 s, avg loss: 11.18, avg acc:0.0363%, last loss: 11.15
Train completion:35.38%, time:159 m:30 s, avg loss: 11.18, avg acc:0.0361%, last loss: 10.43
Train completion:35.51%, time:160 m:7 s, avg loss: 11.18, avg acc:0.0360%, last loss: 10.52
Train completion:35.64%, time:160 m:41 s, avg loss: 11.18, avg acc:0.0359%, last loss: 10.34
Train completion:35.77%, time:161 m:16 s, avg loss: 11.17, avg acc:0.0357%, last loss: 10.38
Train completion:35.90%, time:161 m:50 s, avg loss: 11.17, avg acc:0.0356%, last loss: 10.59
Train completion:36.04%, time:162 m:26 s, avg loss: 11.17, avg acc:0.0355%, last loss: 10.40
Train completion:36.17%, time:163 m:0 s, avg loss: 11.17, avg acc:0.0354%, last loss: 10.49
Train completion:36.30%, time:163 m:34 s, avg loss: 11.16, avg acc:0.0352%, last loss: 10.42
