A bit better than ViTm_ImplicitAttn5(sine)_Block and almost same speed.

----------------------------------------------------------------------------------------------------
Training for epoch 1/25 started
----------------------------------------------------------------------------------------------------
Train completion:0.13%, time:0 m:8 s, avg loss: 12.43, avg acc:0.0000%, last loss: 12.33
Train completion:2.90%, time:3 m:21 s, avg loss: 12.29, avg acc:0.4545%, last loss: 12.39
Train completion:3.04%, time:3 m:30 s, avg loss: 12.28, avg acc:0.8696%, last loss: 12.38
Train completion:3.17%, time:3 m:39 s, avg loss: 12.28, avg acc:0.8333%, last loss: 12.10
Train completion:3.30%, time:3 m:48 s, avg loss: 12.27, avg acc:0.8000%, last loss: 11.84
Train completion:3.43%, time:3 m:57 s, avg loss: 12.26, avg acc:0.7692%, last loss: 12.10
Train completion:3.56%, time:4 m:6 s, avg loss: 12.25, avg acc:0.7407%, last loss: 12.00
Train completion:3.70%, time:4 m:15 s, avg loss: 12.25, avg acc:0.7143%, last loss: 11.93
Train completion:3.83%, time:4 m:24 s, avg loss: 12.24, avg acc:0.6897%, last loss: 11.83
Train completion:3.96%, time:4 m:33 s, avg loss: 12.24, avg acc:0.6667%, last loss: 12.03
Train completion:4.09%, time:4 m:42 s, avg loss: 12.23, avg acc:0.6452%, last loss: 12.38
Train completion:4.22%, time:4 m:51 s, avg loss: 12.22, avg acc:0.6250%, last loss: 11.95
Train completion:4.36%, time:5 m:0 s, avg loss: 12.21, avg acc:0.6061%, last loss: 11.60
Train completion:4.49%, time:5 m:9 s, avg loss: 12.20, avg acc:0.5882%, last loss: 11.79
Train completion:4.62%, time:5 m:17 s, avg loss: 12.20, avg acc:0.5714%, last loss: 12.30
Train completion:4.75%, time:5 m:26 s, avg loss: 12.19, avg acc:0.5556%, last loss: 11.74
Train completion:4.88%, time:5 m:35 s, avg loss: 12.18, avg acc:0.5405%, last loss: 11.75
Train completion:5.02%, time:5 m:44 s, avg loss: 12.18, avg acc:0.5263%, last loss: 12.02
Train completion:5.15%, time:5 m:54 s, avg loss: 12.17, avg acc:0.5128%, last loss: 11.89
Train completion:5.28%, time:6 m:3 s, avg loss: 12.16, avg acc:0.5000%, last loss: 11.59
Train completion:5.41%, time:6 m:13 s, avg loss: 12.15, avg acc:0.4878%, last loss: 12.11
Train completion:5.54%, time:6 m:21 s, avg loss: 12.15, avg acc:0.4762%, last loss: 12.00
Train completion:5.68%, time:6 m:30 s, avg loss: 12.14, avg acc:0.4651%, last loss: 11.97
Train completion:5.81%, time:6 m:39 s, avg loss: 12.14, avg acc:0.4545%, last loss: 11.74
Train completion:5.94%, time:6 m:49 s, avg loss: 12.13, avg acc:0.4444%, last loss: 12.47
Train completion:6.07%, time:6 m:58 s, avg loss: 12.13, avg acc:0.4348%, last loss: 11.92
Train completion:6.20%, time:7 m:8 s, avg loss: 12.12, avg acc:0.4255%, last loss: 12.28
Train completion:6.34%, time:7 m:16 s, avg loss: 12.12, avg acc:0.4167%, last loss: 11.88
Train completion:6.47%, time:7 m:25 s, avg loss: 12.11, avg acc:0.4082%, last loss: 11.59
Train completion:6.60%, time:7 m:34 s, avg loss: 12.11, avg acc:0.4000%, last loss: 11.97
Train completion:6.73%, time:7 m:43 s, avg loss: 12.10, avg acc:0.3922%, last loss: 11.99
Train completion:6.86%, time:7 m:52 s, avg loss: 12.10, avg acc:0.3846%, last loss: 11.46
Train completion:7.00%, time:8 m:2 s, avg loss: 12.09, avg acc:0.3774%, last loss: 11.50
Train completion:7.13%, time:8 m:10 s, avg loss: 12.08, avg acc:0.3704%, last loss: 12.15
Train completion:7.26%, time:8 m:19 s, avg loss: 12.07, avg acc:0.3636%, last loss: 11.59
Train completion:7.39%, time:8 m:28 s, avg loss: 12.07, avg acc:0.3571%, last loss: 11.73
Train completion:7.52%, time:8 m:38 s, avg loss: 12.07, avg acc:0.3509%, last loss: 11.86
Train completion:7.66%, time:8 m:47 s, avg loss: 12.06, avg acc:0.5172%, last loss: 11.88
Train completion:7.79%, time:8 m:55 s, avg loss: 12.05, avg acc:0.5085%, last loss: 11.74
Train completion:7.92%, time:9 m:4 s, avg loss: 12.04, avg acc:0.5000%, last loss: 11.10
Train completion:8.05%, time:9 m:13 s, avg loss: 12.04, avg acc:0.4918%, last loss: 11.76
Train completion:8.18%, time:9 m:22 s, avg loss: 12.03, avg acc:0.4839%, last loss: 11.76
Train completion:8.32%, time:9 m:31 s, avg loss: 12.02, avg acc:0.4762%, last loss: 11.49
Train completion:8.45%, time:9 m:40 s, avg loss: 12.02, avg acc:0.4688%, last loss: 11.72
Train completion:8.58%, time:9 m:49 s, avg loss: 12.01, avg acc:0.4615%, last loss: 12.25
Train completion:8.71%, time:9 m:57 s, avg loss: 12.01, avg acc:0.4545%, last loss: 11.81
Train completion:8.84%, time:10 m:6 s, avg loss: 12.00, avg acc:0.4478%, last loss: 11.56
Train completion:8.98%, time:10 m:15 s, avg loss: 12.00, avg acc:0.4412%, last loss: 12.00
Train completion:9.11%, time:10 m:24 s, avg loss: 11.99, avg acc:0.4348%, last loss: 11.27
Train completion:9.24%, time:10 m:32 s, avg loss: 11.99, avg acc:0.4286%, last loss: 11.75
Train completion:9.37%, time:10 m:41 s, avg loss: 11.98, avg acc:0.4225%, last loss: 11.56
Train completion:9.50%, time:10 m:50 s, avg loss: 11.98, avg acc:0.4167%, last loss: 11.59
Train completion:9.64%, time:10 m:58 s, avg loss: 11.97, avg acc:0.5479%, last loss: 12.05
Train completion:9.77%, time:11 m:7 s, avg loss: 11.96, avg acc:0.5405%, last loss: 11.33
Train completion:9.90%, time:11 m:17 s, avg loss: 11.96, avg acc:0.5333%, last loss: 11.95
Train completion:10.03%, time:11 m:26 s, avg loss: 11.95, avg acc:0.5263%, last loss: 11.38
Train completion:10.16%, time:11 m:36 s, avg loss: 11.95, avg acc:0.5195%, last loss: 11.65
Train completion:10.30%, time:11 m:45 s, avg loss: 11.94, avg acc:0.5128%, last loss: 12.17
Train completion:10.43%, time:11 m:53 s, avg loss: 11.93, avg acc:0.5063%, last loss: 11.66
Train completion:10.56%, time:12 m:3 s, avg loss: 11.93, avg acc:0.5000%, last loss: 11.52
Train completion:10.69%, time:12 m:12 s, avg loss: 11.92, avg acc:0.4938%, last loss: 11.71
Train completion:10.82%, time:12 m:20 s, avg loss: 11.92, avg acc:0.4878%, last loss: 11.47
Train completion:10.96%, time:12 m:29 s, avg loss: 11.91, avg acc:0.4819%, last loss: 11.16
Train completion:11.09%, time:12 m:38 s, avg loss: 11.90, avg acc:0.4762%, last loss: 11.31
Train completion:11.22%, time:12 m:47 s, avg loss: 11.90, avg acc:0.4706%, last loss: 11.76
Train completion:11.35%, time:12 m:56 s, avg loss: 11.90, avg acc:0.4651%, last loss: 11.25
Train completion:11.48%, time:13 m:5 s, avg loss: 11.89, avg acc:0.4598%, last loss: 10.96
Train completion:11.62%, time:13 m:14 s, avg loss: 11.88, avg acc:0.4545%, last loss: 11.58
Train completion:11.75%, time:13 m:23 s, avg loss: 11.88, avg acc:0.4494%, last loss: 11.51
Train completion:11.88%, time:13 m:32 s, avg loss: 11.87, avg acc:0.4444%, last loss: 11.26
Train completion:12.01%, time:13 m:41 s, avg loss: 11.87, avg acc:0.4396%, last loss: 11.27
Train completion:12.14%, time:13 m:50 s, avg loss: 11.86, avg acc:0.4348%, last loss: 11.45
Train completion:12.28%, time:14 m:0 s, avg loss: 11.85, avg acc:0.4301%, last loss: 11.42
Train completion:12.41%, time:14 m:9 s, avg loss: 11.85, avg acc:0.4255%, last loss: 11.26
Train completion:12.54%, time:14 m:18 s, avg loss: 11.84, avg acc:0.4211%, last loss: 11.52
Train completion:12.67%, time:14 m:27 s, avg loss: 11.84, avg acc:0.4167%, last loss: 11.07
Train completion:12.80%, time:14 m:36 s, avg loss: 11.83, avg acc:0.4124%, last loss: 11.64
Train completion:12.94%, time:14 m:45 s, avg loss: 11.83, avg acc:0.4082%, last loss: 11.20
Train completion:13.07%, time:14 m:55 s, avg loss: 11.82, avg acc:0.4040%, last loss: 11.30
Train completion:13.20%, time:15 m:3 s, avg loss: 11.82, avg acc:0.4000%, last loss: 11.10
Train completion:13.33%, time:15 m:12 s, avg loss: 11.81, avg acc:0.3960%, last loss: 10.98
Train completion:13.46%, time:15 m:21 s, avg loss: 11.81, avg acc:0.3922%, last loss: 11.27
Train completion:13.60%, time:15 m:30 s, avg loss: 11.80, avg acc:0.3883%, last loss: 11.48
Train completion:13.73%, time:15 m:38 s, avg loss: 11.79, avg acc:0.3846%, last loss: 11.31
Train completion:13.86%, time:15 m:47 s, avg loss: 11.79, avg acc:0.3810%, last loss: 11.62
Train completion:13.99%, time:15 m:56 s, avg loss: 11.78, avg acc:0.3774%, last loss: 11.72
Train completion:14.12%, time:16 m:4 s, avg loss: 11.78, avg acc:0.3738%, last loss: 11.22
Train completion:14.26%, time:16 m:13 s, avg loss: 11.77, avg acc:0.3704%, last loss: 11.04
Train completion:14.39%, time:16 m:22 s, avg loss: 11.77, avg acc:0.3670%, last loss: 10.98
Train completion:14.52%, time:16 m:31 s, avg loss: 11.76, avg acc:0.3636%, last loss: 11.11
Train completion:14.65%, time:16 m:41 s, avg loss: 11.76, avg acc:0.3604%, last loss: 11.22
Train completion:14.78%, time:16 m:50 s, avg loss: 11.75, avg acc:0.3571%, last loss: 11.00
Train completion:14.92%, time:16 m:59 s, avg loss: 11.75, avg acc:0.3540%, last loss: 10.65
Train completion:15.05%, time:17 m:7 s, avg loss: 11.74, avg acc:0.3509%, last loss: 10.88
Train completion:15.18%, time:17 m:17 s, avg loss: 11.74, avg acc:0.3478%, last loss: 10.84
Train completion:15.31%, time:17 m:25 s, avg loss: 11.73, avg acc:0.3448%, last loss: 11.14
Train completion:15.44%, time:17 m:34 s, avg loss: 11.73, avg acc:0.3419%, last loss: 11.21
Train completion:15.58%, time:17 m:43 s, avg loss: 11.72, avg acc:0.3390%, last loss: 10.84
Train completion:15.71%, time:17 m:52 s, avg loss: 11.72, avg acc:0.3361%, last loss: 11.12
Train completion:15.84%, time:18 m:1 s, avg loss: 11.71, avg acc:0.3333%, last loss: 10.87
Train completion:15.97%, time:18 m:11 s, avg loss: 11.71, avg acc:0.3306%, last loss: 11.47
Train completion:16.10%, time:18 m:21 s, avg loss: 11.70, avg acc:0.3279%, last loss: 10.63
Train completion:16.24%, time:18 m:30 s, avg loss: 11.70, avg acc:0.3252%, last loss: 10.53
Train completion:16.37%, time:18 m:40 s, avg loss: 11.69, avg acc:0.3226%, last loss: 10.94
Train completion:16.50%, time:18 m:49 s, avg loss: 11.69, avg acc:0.3200%, last loss: 11.25
Train completion:16.63%, time:18 m:58 s, avg loss: 11.68, avg acc:0.3175%, last loss: 10.72
Train completion:16.76%, time:19 m:7 s, avg loss: 11.68, avg acc:0.3150%, last loss: 11.08
Train completion:16.90%, time:19 m:17 s, avg loss: 11.67, avg acc:0.3125%, last loss: 10.93
Train completion:17.03%, time:19 m:26 s, avg loss: 11.67, avg acc:0.3101%, last loss: 10.98
Train completion:17.16%, time:19 m:35 s, avg loss: 11.66, avg acc:0.3077%, last loss: 11.00
Train completion:17.29%, time:19 m:44 s, avg loss: 11.65, avg acc:0.3053%, last loss: 10.66
Train completion:17.42%, time:19 m:53 s, avg loss: 11.65, avg acc:0.3030%, last loss: 10.90
Train completion:17.56%, time:20 m:2 s, avg loss: 11.64, avg acc:0.3008%, last loss: 10.88
Train completion:17.69%, time:20 m:10 s, avg loss: 11.64, avg acc:0.2985%, last loss: 10.93
Train completion:17.82%, time:20 m:19 s, avg loss: 11.64, avg acc:0.2963%, last loss: 11.08
Train completion:17.95%, time:20 m:28 s, avg loss: 11.63, avg acc:0.2941%, last loss: 11.12
Train completion:18.08%, time:20 m:36 s, avg loss: 11.63, avg acc:0.2920%, last loss: 11.02
Train completion:18.22%, time:20 m:46 s, avg loss: 11.62, avg acc:0.2899%, last loss: 10.52
Train completion:18.35%, time:20 m:55 s, avg loss: 11.62, avg acc:0.2878%, last loss: 11.18
Train completion:18.48%, time:21 m:4 s, avg loss: 11.61, avg acc:0.2857%, last loss: 10.63
Train completion:18.61%, time:21 m:12 s, avg loss: 11.61, avg acc:0.2837%, last loss: 11.06
Train completion:18.74%, time:21 m:21 s, avg loss: 11.60, avg acc:0.2817%, last loss: 10.96
Train completion:18.88%, time:21 m:30 s, avg loss: 11.60, avg acc:0.2797%, last loss: 11.18
Train completion:19.01%, time:21 m:39 s, avg loss: 11.59, avg acc:0.2778%, last loss: 10.80
Train completion:19.14%, time:21 m:48 s, avg loss: 11.59, avg acc:0.2759%, last loss: 10.83
Train completion:19.27%, time:21 m:57 s, avg loss: 11.58, avg acc:0.2740%, last loss: 11.24
Train completion:19.40%, time:22 m:6 s, avg loss: 11.58, avg acc:0.2721%, last loss: 10.95
Train completion:19.54%, time:22 m:15 s, avg loss: 11.58, avg acc:0.2703%, last loss: 10.82
Train completion:19.67%, time:22 m:23 s, avg loss: 11.57, avg acc:0.2685%, last loss: 10.97
Train completion:19.80%, time:22 m:32 s, avg loss: 11.57, avg acc:0.2667%, last loss: 10.88
Train completion:19.93%, time:22 m:41 s, avg loss: 11.56, avg acc:0.2649%, last loss: 11.19
Train completion:20.06%, time:22 m:50 s, avg loss: 11.56, avg acc:0.2632%, last loss: 11.23
Train completion:20.20%, time:22 m:58 s, avg loss: 11.55, avg acc:0.2614%, last loss: 10.61
Train completion:20.33%, time:23 m:7 s, avg loss: 11.55, avg acc:0.2597%, last loss: 10.73
Train completion:20.46%, time:23 m:16 s, avg loss: 11.55, avg acc:0.2581%, last loss: 10.95
Train completion:20.59%, time:23 m:25 s, avg loss: 11.54, avg acc:0.2564%, last loss: 11.20
Train completion:20.72%, time:23 m:34 s, avg loss: 11.54, avg acc:0.2548%, last loss: 10.89
Train completion:20.86%, time:23 m:43 s, avg loss: 11.53, avg acc:0.2532%, last loss: 11.29
Train completion:20.99%, time:23 m:51 s, avg loss: 11.53, avg acc:0.2516%, last loss: 10.68
Train completion:21.12%, time:24 m:0 s, avg loss: 11.53, avg acc:0.2500%, last loss: 10.94
Train completion:21.25%, time:24 m:9 s, avg loss: 11.52, avg acc:0.2484%, last loss: 11.11
Train completion:21.38%, time:24 m:18 s, avg loss: 11.52, avg acc:0.2469%, last loss: 11.17
Train completion:21.52%, time:24 m:26 s, avg loss: 11.51, avg acc:0.2454%, last loss: 10.82
Train completion:21.65%, time:24 m:36 s, avg loss: 11.51, avg acc:0.2439%, last loss: 10.97
Train completion:21.78%, time:24 m:45 s, avg loss: 11.50, avg acc:0.2424%, last loss: 10.66
Train completion:21.91%, time:24 m:54 s, avg loss: 11.50, avg acc:0.2410%, last loss: 11.06
Train completion:22.04%, time:25 m:2 s, avg loss: 11.50, avg acc:0.2395%, last loss: 10.68
Train completion:22.18%, time:25 m:11 s, avg loss: 11.49, avg acc:0.2381%, last loss: 10.71
Train completion:22.31%, time:25 m:20 s, avg loss: 11.49, avg acc:0.2367%, last loss: 10.62
Train completion:22.44%, time:25 m:29 s, avg loss: 11.49, avg acc:0.2353%, last loss: 10.55
Train completion:22.57%, time:25 m:37 s, avg loss: 11.48, avg acc:0.2339%, last loss: 10.72
Train completion:22.70%, time:25 m:46 s, avg loss: 11.48, avg acc:0.2326%, last loss: 10.65
Train completion:22.84%, time:25 m:55 s, avg loss: 11.47, avg acc:0.2312%, last loss: 10.78
Train completion:22.97%, time:26 m:5 s, avg loss: 11.47, avg acc:0.2299%, last loss: 10.56
Train completion:23.10%, time:26 m:14 s, avg loss: 11.47, avg acc:0.2286%, last loss: 10.76
Train completion:23.23%, time:26 m:23 s, avg loss: 11.46, avg acc:0.2273%, last loss: 10.60
Train completion:23.36%, time:26 m:31 s, avg loss: 11.46, avg acc:0.2260%, last loss: 10.70
Train completion:23.50%, time:26 m:40 s, avg loss: 11.45, avg acc:0.2247%, last loss: 10.94
Train completion:23.63%, time:26 m:49 s, avg loss: 11.45, avg acc:0.2235%, last loss: 10.64
Train completion:23.76%, time:26 m:58 s, avg loss: 11.45, avg acc:0.2222%, last loss: 10.79
Train completion:23.89%, time:27 m:6 s, avg loss: 11.44, avg acc:0.2210%, last loss: 10.68
Train completion:24.02%, time:27 m:16 s, avg loss: 11.44, avg acc:0.2198%, last loss: 10.81
Train completion:24.16%, time:27 m:25 s, avg loss: 11.43, avg acc:0.2186%, last loss: 10.41
Train completion:24.29%, time:27 m:34 s, avg loss: 11.43, avg acc:0.2174%, last loss: 10.59
Train completion:24.42%, time:27 m:43 s, avg loss: 11.43, avg acc:0.2162%, last loss: 10.56
Train completion:24.55%, time:27 m:52 s, avg loss: 11.42, avg acc:0.2151%, last loss: 10.75
Train completion:24.68%, time:28 m:1 s, avg loss: 11.42, avg acc:0.2139%, last loss: 10.57
Train completion:24.82%, time:28 m:10 s, avg loss: 11.42, avg acc:0.2128%, last loss: 10.65
Train completion:24.95%, time:28 m:18 s, avg loss: 11.41, avg acc:0.2116%, last loss: 10.80
Train completion:25.08%, time:28 m:27 s, avg loss: 11.41, avg acc:0.2105%, last loss: 10.72
Train completion:25.21%, time:28 m:36 s, avg loss: 11.40, avg acc:0.2094%, last loss: 10.81
Train completion:25.34%, time:28 m:45 s, avg loss: 11.40, avg acc:0.2083%, last loss: 10.55
Train completion:25.48%, time:28 m:55 s, avg loss: 11.40, avg acc:0.2073%, last loss: 10.74
Train completion:25.61%, time:29 m:4 s, avg loss: 11.39, avg acc:0.2062%, last loss: 10.58
Train completion:25.74%, time:29 m:13 s, avg loss: 11.39, avg acc:0.2051%, last loss: 10.53
Train completion:25.87%, time:29 m:22 s, avg loss: 11.39, avg acc:0.2041%, last loss: 10.85
Train completion:26.00%, time:29 m:31 s, avg loss: 11.38, avg acc:0.2030%, last loss: 10.76
Train completion:26.14%, time:29 m:40 s, avg loss: 11.38, avg acc:0.2020%, last loss: 10.92
Train completion:26.27%, time:29 m:49 s, avg loss: 11.38, avg acc:0.2010%, last loss: 10.45
Train completion:26.40%, time:29 m:58 s, avg loss: 11.37, avg acc:0.2000%, last loss: 10.47
Train completion:26.53%, time:30 m:7 s, avg loss: 11.37, avg acc:0.1990%, last loss: 10.52
Train completion:26.66%, time:30 m:16 s, avg loss: 11.37, avg acc:0.1980%, last loss: 11.27
Train completion:26.80%, time:30 m:25 s, avg loss: 11.36, avg acc:0.1970%, last loss: 10.69
Train completion:26.93%, time:30 m:35 s, avg loss: 11.36, avg acc:0.1961%, last loss: 10.74
Train completion:27.06%, time:30 m:45 s, avg loss: 11.36, avg acc:0.1951%, last loss: 10.38
Train completion:27.19%, time:30 m:56 s, avg loss: 11.35, avg acc:0.1942%, last loss: 10.78
Train completion:27.32%, time:31 m:6 s, avg loss: 11.35, avg acc:0.1932%, last loss: 10.83
Train completion:27.46%, time:31 m:17 s, avg loss: 11.35, avg acc:0.1923%, last loss: 10.66
Train completion:27.59%, time:31 m:28 s, avg loss: 11.34, avg acc:0.1914%, last loss: 10.83
Train completion:27.72%, time:31 m:39 s, avg loss: 11.34, avg acc:0.1905%, last loss: 10.49
Train completion:27.85%, time:31 m:49 s, avg loss: 11.34, avg acc:0.2370%, last loss: 10.63
Train completion:27.98%, time:32 m:0 s, avg loss: 11.33, avg acc:0.2358%, last loss: 10.51
Train completion:28.12%, time:32 m:9 s, avg loss: 11.33, avg acc:0.2347%, last loss: 10.79
Train completion:28.25%, time:32 m:18 s, avg loss: 11.33, avg acc:0.2336%, last loss: 10.91
Train completion:28.38%, time:32 m:27 s, avg loss: 11.32, avg acc:0.2326%, last loss: 10.51
Train completion:28.51%, time:32 m:37 s, avg loss: 11.32, avg acc:0.2315%, last loss: 10.72
Train completion:28.64%, time:32 m:45 s, avg loss: 11.32, avg acc:0.2304%, last loss: 10.64
Train completion:28.78%, time:32 m:54 s, avg loss: 11.31, avg acc:0.2752%, last loss: 10.78
Train completion:28.91%, time:33 m:3 s, avg loss: 11.31, avg acc:0.2740%, last loss: 10.75
Train completion:29.04%, time:33 m:11 s, avg loss: 11.31, avg acc:0.2727%, last loss: 10.82
Train completion:29.17%, time:33 m:20 s, avg loss: 11.30, avg acc:0.2715%, last loss: 10.48
Train completion:29.30%, time:33 m:29 s, avg loss: 11.30, avg acc:0.2703%, last loss: 10.55
Train completion:29.44%, time:33 m:38 s, avg loss: 11.30, avg acc:0.2691%, last loss: 10.27
Train completion:29.57%, time:33 m:47 s, avg loss: 11.29, avg acc:0.2679%, last loss: 10.44
Train completion:29.70%, time:33 m:56 s, avg loss: 11.29, avg acc:0.2667%, last loss: 10.38
Train completion:29.83%, time:34 m:5 s, avg loss: 11.29, avg acc:0.2655%, last loss: 10.44
Train completion:29.96%, time:34 m:14 s, avg loss: 11.29, avg acc:0.2643%, last loss: 10.54
Train completion:30.10%, time:34 m:23 s, avg loss: 11.28, avg acc:0.2632%, last loss: 10.57
Train completion:30.23%, time:34 m:33 s, avg loss: 11.28, avg acc:0.2620%, last loss: 10.52
Train completion:30.36%, time:34 m:42 s, avg loss: 11.28, avg acc:0.2609%, last loss: 10.44
Train completion:30.49%, time:34 m:51 s, avg loss: 11.27, avg acc:0.2597%, last loss: 10.40
Train completion:30.62%, time:35 m:0 s, avg loss: 11.27, avg acc:0.2586%, last loss: 10.54
Train completion:30.76%, time:35 m:10 s, avg loss: 11.27, avg acc:0.2575%, last loss: 10.45
Train completion:30.89%, time:35 m:19 s, avg loss: 11.27, avg acc:0.2564%, last loss: 10.44
Train completion:31.02%, time:35 m:28 s, avg loss: 11.26, avg acc:0.2553%, last loss: 10.37
Train completion:31.15%, time:35 m:37 s, avg loss: 11.26, avg acc:0.2542%, last loss: 10.42
Train completion:31.28%, time:35 m:46 s, avg loss: 11.26, avg acc:0.2532%, last loss: 10.85
Train completion:31.42%, time:35 m:56 s, avg loss: 11.25, avg acc:0.2521%, last loss: 10.58
Train completion:31.55%, time:36 m:6 s, avg loss: 11.25, avg acc:0.2510%, last loss: 10.94
Train completion:31.68%, time:36 m:15 s, avg loss: 11.25, avg acc:0.2500%, last loss: 10.65
Train completion:31.81%, time:36 m:25 s, avg loss: 11.25, avg acc:0.2490%, last loss: 10.57
Train completion:31.94%, time:36 m:35 s, avg loss: 11.24, avg acc:0.2479%, last loss: 10.42
Train completion:32.08%, time:36 m:44 s, avg loss: 11.24, avg acc:0.2469%, last loss: 10.61
Train completion:32.21%, time:36 m:53 s, avg loss: 11.24, avg acc:0.2459%, last loss: 10.43
Train completion:32.34%, time:37 m:2 s, avg loss: 11.24, avg acc:0.2449%, last loss: 10.28
Train completion:32.47%, time:37 m:11 s, avg loss: 11.23, avg acc:0.2439%, last loss: 10.24
Train completion:32.60%, time:37 m:20 s, avg loss: 11.23, avg acc:0.2429%, last loss: 10.43
Train completion:32.74%, time:37 m:29 s, avg loss: 11.23, avg acc:0.2419%, last loss: 10.33
Train completion:32.87%, time:37 m:38 s, avg loss: 11.22, avg acc:0.2410%, last loss: 10.71
Train completion:33.00%, time:37 m:48 s, avg loss: 11.22, avg acc:0.2400%, last loss: 11.08
Train completion:33.13%, time:37 m:58 s, avg loss: 11.22, avg acc:0.2390%, last loss: 10.46
Train completion:33.26%, time:38 m:7 s, avg loss: 11.22, avg acc:0.2381%, last loss: 10.45
Train completion:33.40%, time:38 m:17 s, avg loss: 11.21, avg acc:0.2372%, last loss: 10.58
Train completion:33.53%, time:38 m:26 s, avg loss: 11.21, avg acc:0.2362%, last loss: 10.50
Train completion:33.66%, time:38 m:35 s, avg loss: 11.21, avg acc:0.2353%, last loss: 10.24
Train completion:33.79%, time:38 m:45 s, avg loss: 11.21, avg acc:0.2344%, last loss: 10.52
Train completion:33.92%, time:38 m:54 s, avg loss: 11.20, avg acc:0.2335%, last loss: 10.61
Train completion:34.06%, time:39 m:3 s, avg loss: 11.20, avg acc:0.2326%, last loss: 10.40
Train completion:34.19%, time:39 m:12 s, avg loss: 11.20, avg acc:0.2317%, last loss: 10.51
Train completion:34.32%, time:39 m:21 s, avg loss: 11.20, avg acc:0.2308%, last loss: 10.49
Train completion:34.45%, time:39 m:30 s, avg loss: 11.19, avg acc:0.2299%, last loss: 10.52
Train completion:34.58%, time:39 m:39 s, avg loss: 11.19, avg acc:0.2290%, last loss: 10.35
Train completion:34.72%, time:39 m:49 s, avg loss: 11.19, avg acc:0.2281%, last loss: 10.26
Train completion:34.85%, time:39 m:58 s, avg loss: 11.19, avg acc:0.2273%, last loss: 10.22
Train completion:34.98%, time:40 m:8 s, avg loss: 11.18, avg acc:0.2264%, last loss: 10.57
Train completion:35.11%, time:40 m:17 s, avg loss: 11.18, avg acc:0.2256%, last loss: 10.37
Train completion:35.24%, time:40 m:26 s, avg loss: 11.18, avg acc:0.2247%, last loss: 10.96
Train completion:35.38%, time:40 m:36 s, avg loss: 11.17, avg acc:0.2239%, last loss: 10.86
Train completion:35.51%, time:40 m:45 s, avg loss: 11.17, avg acc:0.2230%, last loss: 10.56
Train completion:35.64%, time:40 m:54 s, avg loss: 11.17, avg acc:0.2222%, last loss: 10.85
Train completion:35.77%, time:41 m:4 s, avg loss: 11.17, avg acc:0.2214%, last loss: 10.40
Train completion:35.90%, time:41 m:13 s, avg loss: 11.16, avg acc:0.2206%, last loss: 10.46
Train completion:36.04%, time:41 m:22 s, avg loss: 11.16, avg acc:0.2198%, last loss: 10.54
Train completion:36.17%, time:41 m:32 s, avg loss: 11.16, avg acc:0.2190%, last loss: 10.43
Train completion:36.30%, time:41 m:41 s, avg loss: 11.16, avg acc:0.2182%, last loss: 10.17
